Date,Ticker,Monthly Return
2004-02-01,AAPL,0.04887056877927676
2004-03-01,AAPL,0.07616759769695025
2004-04-01,AAPL,0.1286412398244834
2004-05-01,AAPL,-0.03836134299988225
2004-06-01,AAPL,0.07633140351912848
2004-07-01,AAPL,0.15110616758023787
2004-08-01,AAPL,-0.022290675962803208
2004-09-01,AAPL,0.13552780526402564
2004-10-01,AAPL,0.07836096935041681
2004-11-01,AAPL,0.35634769587474513
2004-12-01,AAPL,0.2924698432569872
2005-01-01,AAPL,-0.0663814823995541
2005-02-01,AAPL,0.22499532144343637
2005-03-01,AAPL,0.14794296772102333
2005-04-01,AAPL,-0.08112370848797179
2005-05-01,AAPL,-0.10907326874247392
2005-06-01,AAPL,0.10623148278733097
2005-07-01,AAPL,-0.09429299934044133
2005-08-01,AAPL,0.17123352119227508
2005-09-01,AAPL,0.08210501150856753
2005-10-01,AAPL,0.17682651035268426
2005-11-01,AAPL,0.056208242438707146
2005-12-01,AAPL,0.24521781591818015
2006-01-01,AAPL,0.043994151463119024
2006-02-01,AAPL,0.008963155546275692
2006-03-01,AAPL,-0.08379719901113891
2006-04-01,AAPL,-0.0933427609222236
2006-05-01,AAPL,0.11093325557036082
2006-06-01,AAPL,-0.10675270471534071
2006-07-01,AAPL,-0.06787832988889986
2006-08-01,AAPL,0.15927540288719166
2006-09-01,AAPL,0.017862687693663837
2006-10-01,AAPL,0.09476398159527188
2006-11-01,AAPL,0.057440955110909186
2006-12-01,AAPL,0.15361321463228728
2007-01-01,AAPL,-0.0823482543073738
2007-02-01,AAPL,0.011217335714011512
2007-03-01,AAPL,0.027377920102677367
2007-04-01,AAPL,0.07569481938213252
2007-05-01,AAPL,0.06214600653110569
2007-06-01,AAPL,0.19030845214798253
2007-07-01,AAPL,0.024155878186191693
2007-08-01,AAPL,0.11331015452142013
2007-09-01,AAPL,0.06785192192690936
2007-10-01,AAPL,0.08448943131948661
2007-11-01,AAPL,0.19892525918612924
2007-12-01,AAPL,-0.04577472736161137
2008-01-01,AAPL,0.08934351109872818
2008-02-01,AAPL,-0.31353916129895343
2008-03-01,AAPL,-0.08986887453684811
2008-04-01,AAPL,0.228373862314881
2008-05-01,AAPL,0.20377197541794412
2008-06-01,AAPL,0.033888605534846405
2008-07-01,AAPL,-0.06136487693793247
2008-08-01,AAPL,-0.10315994782751148
2008-09-01,AAPL,0.06083244116357478
2008-10-01,AAPL,-0.3434021630770475
2008-11-01,AAPL,-0.019794514187619794
2008-12-01,AAPL,-0.16856816418438336
2009-01-01,AAPL,0.020465944836346228
2009-02-01,AAPL,0.008374350993254343
2009-03-01,AAPL,-0.039011669060781906
2009-04-01,AAPL,0.2359565431806916
2009-05-01,AAPL,0.17066841625445983
2009-06-01,AAPL,0.09517505364732037
2009-07-01,AAPL,0.02497276423073913
2009-08-01,AAPL,0.1652313635800884
2009-09-01,AAPL,-0.006789806103466023
2009-10-01,AAPL,0.09413209437720038
2009-11-01,AAPL,0.04672097898850813
2009-12-01,AAPL,0.040463145722198
2010-01-01,AAPL,0.08651005538756973
2010-02-01,AAPL,-0.09008903219596709
2010-03-01,AAPL,0.07322954022172934
2010-04-01,AAPL,0.12909673244001918
2010-05-01,AAPL,0.12874578757746802
2010-06-01,AAPL,-0.02072502950401256
2010-07-01,AAPL,-0.047348616586191605
2010-08-01,AAPL,0.05380701583442282
2010-09-01,AAPL,-0.043994356867725126
2010-10-01,AAPL,0.12859034713456463
2010-11-01,AAPL,0.07666661319897461
2010-12-01,AAPL,0.04017387251189697
2011-01-01,AAPL,0.04162432867257326
2011-02-01,AAPL,0.04691001296188735
2011-03-01,AAPL,0.012404603377557777
2011-04-01,AAPL,-0.01359848246701989
2011-05-01,AAPL,0.004992119738766787
2011-06-01,AAPL,-0.002224029364289226
2011-07-01,AAPL,-0.006512049479065363
2011-08-01,AAPL,0.15582973810328982
2011-09-01,AAPL,-0.03962182226675326
2011-10-01,AAPL,-0.016875609116297152
2011-11-01,AAPL,0.058489114948817145
2011-12-01,AAPL,-0.02163875581929442
2012-01-01,AAPL,0.06006267637021434
2012-02-01,AAPL,0.10933005952819008
2012-03-01,AAPL,0.19351659125183307
2012-04-01,AAPL,0.13620530598062164
2012-05-01,AAPL,-0.05900118907038787
2012-06-01,AAPL,-0.03631503369578104
2012-07-01,AAPL,0.05620463083903671
2012-08-01,AAPL,0.024116730030783184
2012-09-01,AAPL,0.11710085322107466
2012-10-01,AAPL,-0.023082308668446183
2012-11-01,AAPL,-0.09531538712296139
2012-12-01,AAPL,-0.012861854713387966
2013-01-01,AAPL,-0.06339225995086628
2013-02-01,AAPL,-0.17377942518942446
2013-03-01,AAPL,-0.04550321273282554
2013-04-01,AAPL,-0.003624086569492868
2013-05-01,AAPL,0.024201177090080517
2013-06-01,AAPL,0.03281050591358592
2013-07-01,AAPL,-0.09207499880920622
2013-08-01,AAPL,0.11597688842538845
2013-09-01,AAPL,0.07691562511845929
2013-10-01,AAPL,-0.0012686997908840647
2013-11-01,AAPL,0.06572232098632558
2013-12-01,AAPL,0.06618563426887025
2014-01-01,AAPL,0.003446765795694029
2014-02-01,AAPL,-0.09328723000213168
2014-03-01,AAPL,0.05859880332152989
2014-04-01,AAPL,0.026318824024939014
2014-05-01,AAPL,0.091996516630525
2014-06-01,AAPL,0.06877862699199366
2014-07-01,AAPL,0.04134260176069282
2014-08-01,AAPL,0.02790855680414106
2014-09-01,AAPL,0.07993171265985088
2014-10-01,AAPL,-0.03988385105511738
2014-11-01,AAPL,0.10304509776681825
2014-12-01,AAPL,0.05638873642149145
2015-01-01,AAPL,-0.04988303958919704
2015-02-01,AAPL,0.0850640797653186
2015-03-01,AAPL,0.0924676715033137
2015-04-01,AAPL,-0.03749296223789922
2015-05-01,AAPL,0.037827047602079444
2015-06-01,AAPL,0.016558992636554803
2015-07-01,AAPL,-0.030182390887355304
2015-08-01,AAPL,-0.06445508793125876
2015-09-01,AAPL,-0.08639332383204656
2015-10-01,AAPL,0.01726712198808844
2015-11-01,AAPL,0.1058586497624594
2015-12-01,AAPL,-0.02754357279371311
2016-01-01,AAPL,-0.10218131292045007
2016-02-01,AAPL,-0.08467045910870308
2016-03-01,AAPL,0.04817471675418328
2016-04-01,AAPL,0.09410139596467015
2016-05-01,AAPL,-0.14864967061678502
2016-06-01,AAPL,0.05787522039656601
2016-07-01,AAPL,-0.026101933994510107
2016-08-01,AAPL,0.10595503438234344
2016-09-01,AAPL,0.01186369055099079
2016-10-01,AAPL,0.05424925452390372
2016-11-01,AAPL,-0.009154027985960655
2016-12-01,AAPL,-0.012896713057558573
2017-01-01,AAPL,0.06082744505613702
2017-02-01,AAPL,0.10848042414013936
2017-03-01,AAPL,0.09045497191900287
2017-04-01,AAPL,0.02797073236064329
2017-05-01,AAPL,0.020041209750406574
2017-06-01,AAPL,0.04934047070388892
2017-07-01,AAPL,-0.0631938954497756
2017-08-01,AAPL,0.04564453874082419
2017-09-01,AAPL,0.09759599417019138
2017-10-01,AAPL,-0.06242027362167524
2017-11-01,AAPL,0.0850405410415156
2017-12-01,AAPL,0.02861072155762212
2018-01-01,AAPL,0.007073829686757405
2018-02-01,AAPL,-0.026006957516553908
2018-03-01,AAPL,0.047284857314608075
2018-04-01,AAPL,-0.047542715746542896
2018-05-01,AAPL,0.014518795022653963
2018-06-01,AAPL,0.12935310064530747
2018-07-01,AAPL,-0.0160850909284852
2018-08-01,AAPL,0.07650420058743945
2018-09-01,AAPL,0.13727472849287436
2018-10-01,AAPL,-0.004817145871115702
2018-11-01,AAPL,-0.022177163929154142
2018-12-01,AAPL,-0.16539964513478755
2019-01-01,AAPL,-0.14554710342857602
2019-02-01,AAPL,0.05445773673804921
2019-03-01,AAPL,0.055251588702754484
2019-04-01,AAPL,0.09298712296119005
2019-05-01,AAPL,0.10081562827309276
2019-06-01,AAPL,-0.1736301595503702
2019-07-01,AAPL,0.16301220365520153
2019-08-01,AAPL,0.034135226626688775
2019-09-01,AAPL,-0.009348075581332105
2019-10-01,AAPL,0.09183281249699893
2019-11-01,AAPL,0.13905328566581288
2019-12-01,AAPL,0.03570119346427103
2020-01-01,AAPL,0.13700032990884647
2020-02-01,AAPL,0.02766780959895243
2020-03-01,AAPL,-0.029614661660852137
2020-04-01,AAPL,-0.1937686980354405
2020-05-01,AAPL,0.19990854716642703
2020-06-01,AAPL,0.11641233432725828
2020-07-01,AAPL,0.1313035215689744
2020-08-01,AAPL,0.19675361948444858
2020-09-01,AAPL,0.23393620726834818
2020-10-01,AAPL,-0.12960199649011828
2020-11-01,AAPL,-0.06867030939765506
2020-12-01,AAPL,0.13019898082902293
2021-01-01,AAPL,0.0545144862639424
2021-02-01,AAPL,0.03655009771434914
2021-03-01,AAPL,-0.045914872456584876
2021-04-01,AAPL,-0.03748339434255088
2021-05-01,AAPL,0.07756113969547385
2021-06-01,AAPL,-0.0607282122521724
2021-07-01,AAPL,0.10452202083867412
2021-08-01,AAPL,0.06010067694611365
2021-09-01,AAPL,0.04960486379432627
2021-10-01,AAPL,-0.06465150923221596
2021-11-01,AAPL,0.0442339999492074
2021-12-01,AAPL,0.10775015510873476
2022-01-01,AAPL,0.10463066621450245
2022-02-01,AAPL,-0.04065708709653182
2022-03-01,AAPL,-0.0641549282186632
2022-04-01,AAPL,0.06807625930504835
2022-05-01,AAPL,-0.09379838686003472
2022-06-01,AAPL,-0.05717599741317414
2022-07-01,AAPL,-0.06576570479616428
2022-08-01,AAPL,0.1625281681507651
2022-09-01,AAPL,-0.020621595745629273
2022-10-01,AAPL,-0.09818933569821875
2022-11-01,AAPL,0.05756372717578939
2022-12-01,AAPL,-0.013899311941671044
2023-01-01,AAPL,-0.15669893236152543
2023-02-01,AAPL,0.16278869137356033
2023-03-01,AAPL,0.0007006421686388542
2023-04-01,AAPL,0.14355494583238482
2023-05-01,AAPL,0.02058139452916441
2023-06-01,AAPL,0.0633828955064688
2023-07-01,AAPL,0.06868791826543097
2023-08-01,AAPL,0.016367037493439263
2023-09-01,AAPL,-0.03013228121259315
2023-10-01,AAPL,-0.08291976672604195
2023-11-01,AAPL,0.0012660971352693728
2023-12-01,AAPL,0.10071828541671568
2004-02-01,AMZN,-0.06994217959046944
2004-03-01,AMZN,-0.10979908728213994
2004-04-01,AMZN,0.04119154028502803
2004-05-01,AMZN,-0.007375948265406218
2004-06-01,AMZN,0.13105151559271477
2004-07-01,AMZN,0.04638667916461703
2004-08-01,AMZN,-0.27130900054623985
2004-09-01,AMZN,-0.0015665906217209313
2004-10-01,AMZN,0.05831591435336003
2004-11-01,AMZN,-0.13269086977597022
2004-12-01,AMZN,0.13903131549930658
